ProcessID,SampleID,CollectionNotes,HWGrad,Plot,Method,HWGrad_Description,CONTIG,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,COI-5P Seq. Length,# ambiguities
ASNBA799-16,Acadia15-27-210,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXBOLD:AAH1884,ASNBA,ASNBA799-16,Acadia15-27-210,Acadia15-27-210,BOLD:AAH1884,,658,0
ASNBA801-16,Acadia15-11-212,BFBF Plot 3|Reared|Balsam fir dominated stand,BFBF,Plot 3,Reared,Balsam fir dominated stand,BFBFBOLD:AAH1884,ASNBA,ASNBA801-16,Acadia15-11-212,Acadia15-11-212,BOLD:AAH1884,,658,0
ASNBA806-16,Acadia15-18-216,BFMX Plot 4|Reared|Mixed stand,BFMX,Plot 4,Reared,Mixed stand,BFMXBOLD:AAH1884,ASNBA,ASNBA806-16,Acadia15-18-216,Acadia15-18-216,BOLD:AAH1884,,658,0
ASNBA807-16,Acadia15-14-217,BFBF Plot 3|Reared|Balsam fir dominated stand,BFBF,Plot 3,Reared,Balsam fir dominated stand,BFBFBOLD:AAH1884,ASNBA,ASNBA807-16,Acadia15-14-217,Acadia15-14-217,BOLD:AAH1884,,620,0
ASNBA818-16,Acadia15-12-221b,BFBF Plot 3|Reared|Balsam fir dominated stand,BFBF,Plot 3,Reared,Balsam fir dominated stand,BFBFBOLD:AAH1884,ASNBA,ASNBA818-16,Acadia15-12-221b,Acadia15-12-221b,BOLD:AAH1884,,658,0
ASSBW047-18,CCDB-30294-D11,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:AAH3040,ASSBW,ASSBW047-18,CCDB-30294-D11,M7,BOLD:AAH3040,,658,0
ASSBW300-18,CCDB-30293-B03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAH3040,ASSBW,ASSBW300-18,CCDB-30293-B03,M9,BOLD:AAH3040,,658,0
ASSBW017-18,CCDB-30294-B05,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAH6443,ASSBW,ASSBW017-18,CCDB-30294-B05,M8,BOLD:AAH6443,,658,0
ASSBW115-18,CCDB-30296-B08,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:AAH6443,ASSBW,ASSBW115-18,CCDB-30296-B08,M7,BOLD:AAH6443,,658,0
ASSBW236-18,BL-10540Q-F06,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:AAH7270,ASSBW,ASSBW236-18,BL-10540Q-F06,M7,BOLD:AAH7270,,658,0
ASSBW160-18,CCDB-30296-F05,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAI3639,ASSBW,ASSBW160-18,CCDB-30296-F05,M8,BOLD:AAI3639,,658,1
ASSBW316-18,CCDB-30293-C07,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAI3639,ASSBW,ASSBW316-18,CCDB-30293-C07,M8,BOLD:AAI3639,,633,0
ASSBW029-18,CCDB-30294-C05,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:AAI5592,ASSBW,ASSBW029-18,CCDB-30294-C05,M2,BOLD:AAI5592,,658,0
ASSBW080-18,CCDB-30294-G08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAI6271,ASSBW,ASSBW080-18,CCDB-30294-G08,M6,BOLD:AAI6271,,658,0
ASSBW281-18,BL-10540Q-C12,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:AAI7642,ASSBW,ASSBW281-18,BL-10540Q-C12,M3,BOLD:AAI7642,,658,0
ASSBW270-18,BL-10540Q-H10,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAL1411,ASSBW,ASSBW270-18,BL-10540Q-H10,M6,BOLD:AAL1411,,658,0
ASSBW287-18,CCDB-30293-A02,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:AAM5640,ASSBW,ASSBW287-18,CCDB-30293-A02,M3,BOLD:AAM5640,,658,0
ASSBW327-18,CCDB-30293-D06,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAM5640,ASSBW,ASSBW327-18,CCDB-30293-D06,M8,BOLD:AAM5640,,658,0
ASSBW018-18,CCDB-30294-B06,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAM7408,ASSBW,ASSBW018-18,CCDB-30294-B06,M8,BOLD:AAM7408,,658,0
ASSBW052-18,CCDB-30294-E04,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:AAM7408,ASSBW,ASSBW052-18,CCDB-30294-E04,M1,BOLD:AAM7408,,658,0
ASSBW059-18,CCDB-30294-E11,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAM7408,ASSBW,ASSBW059-18,CCDB-30294-E11,M8,BOLD:AAM7408,,658,0
ASSBW252-18,BL-10540Q-F08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAM7408,ASSBW,ASSBW252-18,BL-10540Q-F08,M6,BOLD:AAM7408,,658,0
ASSBW322-18,CCDB-30293-D01,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAN7563,ASSBW,ASSBW322-18,CCDB-30293-D01,M8,BOLD:AAN7563,,658,0
ASSBW169-18,CCDB-30296-G02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:AAN7666,ASSBW,ASSBW169-18,CCDB-30296-G02,M1,BOLD:AAN7666,,643,0
ASSBW365-18,CCDB-30293-G08,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAN8030,ASSBW,ASSBW365-18,CCDB-30293-G08,M5,BOLD:AAN8030,,643,0
ASSBW038-18,CCDB-30294-D02,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:AAN8098,ASSBW,ASSBW038-18,CCDB-30294-D02,M2,BOLD:AAN8098,,627,0
ASSBW302-18,CCDB-30293-B05,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAN8142,ASSBW,ASSBW302-18,CCDB-30293-B05,M9,BOLD:AAN8142,,658,0
ASSBW139-18,CCDB-30296-D08,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAP6689,ASSBW,ASSBW139-18,CCDB-30296-D08,M9,BOLD:AAP6689,,658,0
ASSBW141-18,CCDB-30296-D10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAP6689,ASSBW,ASSBW141-18,CCDB-30296-D10,M9,BOLD:AAP6689,,658,0
ASSBW208-18,BL-10540Q-B03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:AAP6689,ASSBW,ASSBW208-18,BL-10540Q-B03,M1,BOLD:AAP6689,,658,0
ASSBW299-18,CCDB-30293-B02,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAP6689,ASSBW,ASSBW299-18,CCDB-30293-B02,M4,BOLD:AAP6689,,658,0
ASSBW315-18,CCDB-30293-C06,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAP6689,ASSBW,ASSBW315-18,CCDB-30293-C06,M8,BOLD:AAP6689,,658,0
ASNBA815-16,Acadia15-23-233a,BFMX Plot 5|Reared|Mixed stand,BFMX,Plot 5,Reared,Mixed stand,BFMXBOLD:AAQ2784,ASNBA,ASNBA815-16,Acadia15-23-233a,Acadia15-23-233a,BOLD:AAQ2784,,658,0
ASNBA816-16,Acadia15-23-233b,BFMX Plot 5|Reared|Mixed stand,BFMX,Plot 5,Reared,Mixed stand,BFMXBOLD:AAQ2784,ASNBA,ASNBA816-16,Acadia15-23-233b,Acadia15-23-233b,BOLD:AAQ2784,,658,0
ASNBA829-16,Acadia15-26-234a,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXBOLD:AAQ2784,ASNBA,ASNBA829-16,Acadia15-26-234a,Acadia15-26-234a,BOLD:AAQ2784,,658,0
ASNBA830-16,Acadia15-26-234b,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXBOLD:AAQ2784,ASNBA,ASNBA830-16,Acadia15-26-234b,Acadia15-26-234b,BOLD:AAQ2784,,658,0
ASSBW206-18,BL-10540Q-H02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:AAU4881,ASSBW,ASSBW206-18,BL-10540Q-H02,M1,BOLD:AAU4881,,643,0
ASSBW067-18,CCDB-30294-F07,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAU8231,ASSBW,ASSBW067-18,CCDB-30294-F07,M6,BOLD:AAU8231,,658,0
ASSBW134-18,CCDB-30296-D03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAU8452,ASSBW,ASSBW134-18,CCDB-30296-D03,M9,BOLD:AAU8452,,658,0
ASSBW283-18,BL-10540Q-E12,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU8803,ASSBW,ASSBW283-18,BL-10540Q-E12,M5,BOLD:AAU8803,,480,0
ASSBW077-18,CCDB-30294-G05,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAU8819,ASSBW,ASSBW077-18,CCDB-30294-G05,M6,BOLD:AAU8819,,658,0
ASSBW020-18,CCDB-30294-B08,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:AAU8999,ASSBW,ASSBW020-18,CCDB-30294-B08,M9,BOLD:AAU8999,,661,0
ASSBW061-18,CCDB-30294-F01,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAU8999,ASSBW,ASSBW061-18,CCDB-30294-F01,M8,BOLD:AAU8999,,645,0
ASSBW094-18,CCDB-30294-H10,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU8999,ASSBW,ASSBW094-18,CCDB-30294-H10,M4,BOLD:AAU8999,,661,0
ASSBW250-18,BL-10540Q-D08,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU8999,ASSBW,ASSBW250-18,BL-10540Q-D08,M5,BOLD:AAU8999,,661,0
ASSBW339-18,CCDB-30293-E06,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU8999,ASSBW,ASSBW339-18,CCDB-30293-E06,M4,BOLD:AAU8999,,607,0
ASSBW367-18,CCDB-30293-G10,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAU8999,ASSBW,ASSBW367-18,CCDB-30293-G10,M8,BOLD:AAU8999,,661,0
ASSBW124-18,CCDB-30296-C05,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9101,ASSBW,ASSBW124-18,CCDB-30296-C05,M5,BOLD:AAU9101,,658,0
ASSBW126-18,CCDB-30296-C07,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9101,ASSBW,ASSBW126-18,CCDB-30296-C07,M5,BOLD:AAU9101,,658,0
ASSBW284-18,BL-10540Q-F12,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9101,ASSBW,ASSBW284-18,BL-10540Q-F12,M5,BOLD:AAU9101,,658,0
ASSBW363-18,CCDB-30293-G06,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9101,ASSBW,ASSBW363-18,CCDB-30293-G06,M5,BOLD:AAU9101,,658,0
ASSBW403-18,CCDB-30297-B11,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9101,ASSBW,ASSBW403-18,CCDB-30297-B11,M5,BOLD:AAU9101,,658,0
ASSBW214-18,BL-10540Q-H03,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW214-18,BL-10540Q-H03,M4,BOLD:AAU9119,,658,0
ASSBW215-18,BL-10540Q-A04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW215-18,BL-10540Q-A04,M4,BOLD:AAU9119,,647,0
ASSBW216-18,BL-10540Q-B04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW216-18,BL-10540Q-B04,M4,BOLD:AAU9119,,658,0
ASSBW217-18,BL-10540Q-C04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW217-18,BL-10540Q-C04,M4,BOLD:AAU9119,,658,0
ASSBW220-18,BL-10540Q-F04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW220-18,BL-10540Q-F04,M4,BOLD:AAU9119,,658,0
ASSBW221-18,BL-10540Q-G04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW221-18,BL-10540Q-G04,M4,BOLD:AAU9119,,658,0
ASSBW222-18,BL-10540Q-H04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW222-18,BL-10540Q-H04,M4,BOLD:AAU9119,,658,0
ASSBW223-18,BL-10540Q-A05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW223-18,BL-10540Q-A05,M4,BOLD:AAU9119,,658,0
ASSBW224-18,BL-10540Q-B05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW224-18,BL-10540Q-B05,M4,BOLD:AAU9119,,658,0
ASSBW225-18,BL-10540Q-C05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW225-18,BL-10540Q-C05,M4,BOLD:AAU9119,,658,0
ASSBW227-18,BL-10540Q-E05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:AAU9119,ASSBW,ASSBW227-18,BL-10540Q-E05,M4,BOLD:AAU9119,,658,0
ASSBW317-18,CCDB-30293-C08,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAU9119,ASSBW,ASSBW317-18,CCDB-30293-C08,M8,BOLD:AAU9119,,658,1
ASSBW318-18,CCDB-30293-C09,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAU9119,ASSBW,ASSBW318-18,CCDB-30293-C09,M8,BOLD:AAU9119,,658,2
ASSBW319-18,CCDB-30293-C10,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:AAU9119,ASSBW,ASSBW319-18,CCDB-30293-C10,M8,BOLD:AAU9119,,658,2
ASSBW232-18,BL-10540Q-B06,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:AAU9134,ASSBW,ASSBW232-18,BL-10540Q-B06,M5,BOLD:AAU9134,,593,0
ASSBW121-18,CCDB-30296-C02,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:AAU9243,ASSBW,ASSBW121-18,CCDB-30296-C02,M7,BOLD:AAU9243,,634,0
ASSBW234-18,BL-10540Q-D06,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAU9508,ASSBW,ASSBW234-18,BL-10540Q-D06,M6,BOLD:AAU9508,,658,0
ASSBW331-18,CCDB-30293-D10,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:AAU9863,ASSBW,ASSBW331-18,CCDB-30293-D10,M6,BOLD:AAU9863,,472,4
ASNBA831-16,Acadia15-11,BFBF Plot 3|Reared|Balsam fir dominated stand,BFBF,Plot 3,Reared,Balsam fir dominated stand,BFBFBOLD:AAX3393,ASNBA,ASNBA831-16,Acadia15-11,Acadia15-11,BOLD:AAX3393,,658,0
ASSBW328-18,CCDB-30293-D07,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ABA5931,ASSBW,ASSBW328-18,CCDB-30293-D07,M8,BOLD:ABA5931,,628,0
ASSBW100-18,CCDB-30296-A05,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ABA6117,ASSBW,ASSBW100-18,CCDB-30296-A05,M7,BOLD:ABA6117,,643,0
ASSBW101-18,CCDB-30296-A06,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ABA6117,ASSBW,ASSBW101-18,CCDB-30296-A06,M7,BOLD:ABA6117,,643,0
ASSBW278-18,BL-10540Q-H11,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ABA6117,ASSBW,ASSBW278-18,BL-10540Q-H11,M1,BOLD:ABA6117,,643,0
ASSBW279-18,BL-10540Q-A12,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ABA6117,ASSBW,ASSBW279-18,BL-10540Q-A12,M1,BOLD:ABA6117,,643,0
ASSBW368-18,CCDB-30293-G11,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ABA6117,ASSBW,ASSBW368-18,CCDB-30293-G11,M8,BOLD:ABA6117,,643,0
ASSBW369-18,CCDB-30293-G12,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ABA6117,ASSBW,ASSBW369-18,CCDB-30293-G12,M8,BOLD:ABA6117,,643,0
ASSBW014-18,CCDB-30294-B02,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ABX2607,ASSBW,ASSBW014-18,CCDB-30294-B02,M8,BOLD:ABX2607,,614,0
ASSBW068-18,CCDB-30294-F08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ABX4939,ASSBW,ASSBW068-18,CCDB-30294-F08,M6,BOLD:ABX4939,,658,0
ASSBW022-18,CCDB-30294-B10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ABX8474,ASSBW,ASSBW022-18,CCDB-30294-B10,M9,BOLD:ABX8474,,658,0
ASSBW307-18,CCDB-30293-B10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ABX8474,ASSBW,ASSBW307-18,CCDB-30293-B10,M9,BOLD:ABX8474,,658,0
ASSBW390-18,CCDB-30297-A10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ABX8474,ASSBW,ASSBW390-18,CCDB-30297-A10,M9,BOLD:ABX8474,,658,0
ASSBW266-18,BL-10540Q-D10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ABX8632,ASSBW,ASSBW266-18,BL-10540Q-D10,M7,BOLD:ABX8632,,658,0
ASSBW257-18,BL-10540Q-C09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ABY1199,ASSBW,ASSBW257-18,BL-10540Q-C09,M6,BOLD:ABY1199,,658,0
ASSBW032-18,CCDB-30294-C08,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:ABZ3481,ASSBW,ASSBW032-18,CCDB-30294-C08,M2,BOLD:ABZ3481,,658,0
ASSBW256-18,BL-10540Q-B09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ABZ3751,ASSBW,ASSBW256-18,BL-10540Q-B09,M6,BOLD:ABZ3751,,658,0
ASSBW290-18,CCDB-30293-A05,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ABZ4210,ASSBW,ASSBW290-18,CCDB-30293-A05,M3,BOLD:ABZ4210,,658,0
ASSBW120-18,CCDB-30296-C01,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ABZ5748,ASSBW,ASSBW120-18,CCDB-30296-C01,M7,BOLD:ABZ5748,,637,0
ASSBW057-18,CCDB-30294-E09,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACB2610,ASSBW,ASSBW057-18,CCDB-30294-E09,M1,BOLD:ACB2610,,643,0
ASSBW158-18,CCDB-30296-F03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACB2610,ASSBW,ASSBW158-18,CCDB-30296-F03,M1,BOLD:ACB2610,,643,0
ASSBW060-18,CCDB-30294-E12,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACC4490,ASSBW,ASSBW060-18,CCDB-30294-E12,M8,BOLD:ACC4490,,606,0
ASSBW053-18,CCDB-30294-E05,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACC6470,ASSBW,ASSBW053-18,CCDB-30294-E05,M1,BOLD:ACC6470,,658,1
ASSBW106-18,CCDB-30296-A11,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACC6470,ASSBW,ASSBW106-18,CCDB-30296-A11,M7,BOLD:ACC6470,,636,0
ASSBW148-18,CCDB-30296-E05,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACC6470,ASSBW,ASSBW148-18,CCDB-30296-E05,M9,BOLD:ACC6470,,658,0
ASSBW149-18,CCDB-30296-E06,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACC6470,ASSBW,ASSBW149-18,CCDB-30296-E06,M9,BOLD:ACC6470,,634,0
ASSBW066-18,CCDB-30294-F06,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACC7132,ASSBW,ASSBW066-18,CCDB-30294-F06,M8,BOLD:ACC7132,,658,0
ASSBW280-18,BL-10540Q-B12,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACD0622,ASSBW,ASSBW280-18,BL-10540Q-B12,M1,BOLD:ACD0622,,649,0
ASSBW362-18,CCDB-30293-G05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACD1949,ASSBW,ASSBW362-18,CCDB-30293-G05,M4,BOLD:ACD1949,,658,0
ASSBW204-18,BL-10540Q-F02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACD3183,ASSBW,ASSBW204-18,BL-10540Q-F02,M1,BOLD:ACD3183,,643,0
ASSBW205-18,BL-10540Q-G02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACD3183,ASSBW,ASSBW205-18,BL-10540Q-G02,M1,BOLD:ACD3183,,643,0
ASSBW382-18,CCDB-30297-A02,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:ACD3382,ASSBW,ASSBW382-18,CCDB-30297-A02,M2,BOLD:ACD3382,,605,0
ASSBW028-18,CCDB-30294-C04,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:ACE8257,ASSBW,ASSBW028-18,CCDB-30294-C04,M2,BOLD:ACE8257,,658,0
ASSBW246-18,BL-10540Q-H07,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACE8257,ASSBW,ASSBW246-18,BL-10540Q-H07,M5,BOLD:ACE8257,,658,0
ASSBW040-18,CCDB-30294-D04,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACF4028,ASSBW,ASSBW040-18,CCDB-30294-D04,M3,BOLD:ACF4028,,658,0
ASSBW117-18,CCDB-30296-B10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACF4028,ASSBW,ASSBW117-18,CCDB-30296-B10,M7,BOLD:ACF4028,,658,0
