ProcessID,SampleID,CollectionNotes,Project Code,BIN,OTU,Collection Date
ASSPP168-08,EE-16514-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9219,OTU-9,26-Jun-1985
ASSPP179-08,EE-8347-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9219,OTU-9,05-May-1985
ASSPP180-08,EE-8164-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,16-Jun-1986
ASSPP181-08,EE-9381-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,20-Jun-1986
ASSPP184-08,EE-10750-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,30-Jun-1986
ASSPP186-08,EE-11336-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,04-Jul-1986
ASSPP187-08,EE-11348-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,04-Jul-1986
ASSPP188-08,EE-11763-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,08-Jul-1986
ASSPP189-08,EE-12306-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,10-Jul-1986
ASSPP190-08,EE-5589-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9219,OTU-9,23-Jun-1988
ASSPP380-08,EE-634-89 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9219,OTU-9,21-Jun-1989
ASSPP173-08,EE-17292-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9219,OTU-9,02-Jul-1985
ASSPP203-08,EE-1716-90 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9219,OTU-9,08-Apr-1990
ASSPP439-08,EE-16261-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,24-Jun-1985
ASSPP440-08,EE-17981-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,04-Jul-1985
ASSPP441-08,EE-18720-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,09-Jul-1985
ASSPP442-08,EE-18724-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,10-Jul-1985
ASSPP443-08,EE-18756-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,10-Jul-1985
ASSPP445-08,EE-18891-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1985
ASSPP446-08,EE-18915-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1985
ASSPP448-08,EE-19016-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,12-Jul-1985
ASSPP449-08,EE-9937-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,24-Jul-1986
ASSPP450-08,EE-11122-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,02-Jul-1986
ASSPP454-08,EE-12834-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,15-Jul-1986
ASSPP455-08,EE-13080-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,16-Jul-1986
ASSPP457-08,EE-13593-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,23-Jul-1986
ASSPP458-08,EE-13597-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,23-Jul-1986
ASSPP459-08,EE-6107-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,04-Jul-1988
ASSPP460-08,EE-6268-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,07-Jul-1988
ASSPP461-08,EE-6381-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,07-Jul-1988
ASSPP462-08,EE-6444-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1988
ASSPP463-08,EE-6449-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1988
ASSPP465-08,EE-6635-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,14-Jul-1988
ASSPP466-08,EE-6650-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,14-Jul-1988
ASSPP467-08,EE-6741-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,18-Jul-1988
ASSPP470-08,EE-13275-88 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,17-Jul-1988
ASSPP538-08,EE-18837-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1985
ASSPP539-08,EE-18930-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1985
ASSPP540-08,EE-18969-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,12-Jul-1985
ASSPP541-08,EE-11850-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,09-Jul-1986
ASSPP542-08,EE-12119-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,09-Jul-1986
ASSPP544-08,EE-13352-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,18-Jul-1986
ASSPP546-08,EE-12499-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1986
ASSPP547-08,EE-12768-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,15-Jul-1986
ASSPP548-08,EE-12812-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,15-Jul-1986
ASSPP549-08,EE-13197-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,17-Jul-1986
ASSPP453-08,EE-12602-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,14-Jul-1986
ASSPP550-08,EE-13240-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,17-Jul-1986
ASSPP447-08,EE-18916-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1985
ASSPP452-08,EE-11513-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,07-Jul-1986
ASSPP456-08,EE-13302-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,18-Jul-1986
ASSPP464-08,EE-6466-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9337,OTU-108,11-Jul-1988
ASSPP451-08,EE-11333-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,04-Jul-1986
ASSPP444-08,EE-18815-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,10-Jul-1985
ASSPP545-08,EE-13651-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,23-Jul-1986
ASSPP485-08,EE-18043-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,04-Jul-1985
ASSPP543-08,EE-12546-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9337,OTU-108,14-Jul-1986
ASSPP469-08,EE-13274-88 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,17-Jul-1988
ASSPP471-08,EE-13278-88 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9337,OTU-108,17-Jul-1988
ASSPP468-08,EE-6910-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,25-Jul-1988
ASSPP476-08,EE-15958-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,20-Jun-1985
ASSPP477-08,EE-16238-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,24-Jun-1985
ASSPP479-08,EE-16960-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,01-Jul-1985
ASSPP481-08,EE-17378-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,03-Jul-1985
ASSPP483-08,EE-17552-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,04-Jul-1985
ASSPP484-08,EE-19948-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,04-Jul-1985
ASSPP486-08,EE-9940-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,24-Jun-1986
ASSPP487-08,EE-9995-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,24-Jun-1986
ASSPP488-08,EE-10755-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,30-Jun-1986
ASSPP490-08,EE-11521-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,08-Jul-1986
ASSPP492-08,EE-12646-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,14-Jul-1986
ASSPP493-08,EE-13189-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,17-Jul-1986
ASSPP494-08,EE-13250-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,18-Jul-1986
ASSPP495-08,EE-13296-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,18-Jul-1986
ASSPP496-08,EE-5653-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,23-Jun-1988
ASSPP497-08,EE-5803-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,22-Jun-1988
ASSPP498-08,EE-6104-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,04-Jul-1988
ASSPP499-08,EE-6358-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,07-Jul-1988
ASSPP501-08,EE-6526-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,11-Jul-1988
ASSPP502-08,EE-6561-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,11-Jul-1988
ASSPP503-08,EE-6590-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,14-Jul-1988
ASSPP504-08,EE-6638-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,14-Jul-1988
ASSPP505-08,EE-6918-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,25-Jul-1988
ASSPP508-08,EE-6178-91 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,15-Jul-1991
ASSPP500-08,EE-6485-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9338,OTU-20,11-Jul-1988
ASSPP480-08,EE-17340-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,03-Jul-1985
ASSPP478-08,EE-16313-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,24-Jun-1985
ASSPP489-08,EE-10842-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,01-Jul-1986
ASSPP491-08,EE-12333-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA9338,OTU-20,10-Jul-1986
ASSPP482-08,EE-17419-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA9338,OTU-20,03-Jul-1985
ASSPQ706-09,EE-159-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,03-May-1993
ASSPQ708-09,EE-319-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,31-May-1993
ASSPQ712-09,EE-663-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,28-Jun-1993
ASSPQ717-09,EE-705-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,05-Jul-1993
ASSPQ718-09,EE-708-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,05-Jul-1993
ASSPQ719-09,EE-711-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,05-Jul-1993
ASSPQ720-09,EE-718-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA9457,OTU-107,05-Jul-1993
